rounded_missing_drop,candidate_subsets,shown_subset_count
140.64,097 192 197 324 137 335 224 213 275 243;097 193 197 324 137 224 213 131 275 243;097 193 197 324 137 335 224 275 138 243;097 193 192 324 137 224 338 275 138 243,4
140.65,097 193 192 197 137 335 224 338 275 243;097 192 197 324 137 335 213 338 275 243;097 193 197 324 137 213 338 131 275 243;097 192 197 137 335 224 213 275 138 243,4
140.66,097 192 197 324 137 224 213 338 275 243;097 193 192 137 335 224 213 338 275 243;097 193 192 197 137 335 224 131 275 243;097 192 197 324 137 335 213 131 275 243,4
140.67,097 192 197 324 137 224 213 131 275 243;097 193 192 137 335 224 213 131 275 243;097 193 192 197 137 335 338 131 275 243;097 192 197 324 137 335 224 275 138 243,4
140.68,193 192 197 324 137 335 224 213 275 243;097 192 197 324 137 213 338 131 275 243;097 193 192 137 335 213 338 131 275 243;193 192 197 137 335 224 213 275 138 243,4
140.69,097 193 192 324 137 335 224 338 275 243;193 192 197 324 137 335 213 338 275 243;097 193 197 137 335 224 213 338 275 243;097 193 192 197 137 224 338 131 275 243,4
140.7,193 192 197 324 137 224 213 338 275 243;097 193 192 324 137 335 224 131 275 243;193 192 197 324 137 335 213 131 275 243;097 193 197 137 335 224 213 131 275 243,4
140.71,097 193 197 324 137 335 224 338 275 243;193 192 197 324 137 224 213 131 275 243;097 193 192 324 137 335 338 131 275 243;097 193 197 137 335 213 338 131 275 243,4
140.72,097 192 197 137 335 224 213 338 275 243;097 193 324 137 335 224 213 338 275 243;193 192 197 324 137 213 338 131 275 243;097 193 197 137 224 213 338 131 275 243,4
140.73,097 193 197 324 137 335 224 131 275 243;097 192 197 137 335 224 213 131 275 243;097 193 324 137 335 224 213 131 275 243;097 193 197 324 137 335 338 131 275 243,4
140.74,097 192 197 137 335 213 338 131 275 243;097 193 324 137 335 213 338 131 275 243;193 192 197 324 137 224 338 275 138 243;193 192 324 137 335 213 131 275 138 243,4
140.75,097 192 197 324 137 335 224 338 275 243;097 193 197 324 137 224 338 131 275 243;193 197 324 137 335 224 213 275 138 243;193 192 324 137 224 213 338 275 138 243,4
140.76,193 192 197 137 335 224 213 338 275 243;097 192 324 137 335 224 213 338 275 243;097 192 197 324 137 335 224 131 275 243;097 192 197 137 224 213 338 131 275 243,4
140.77,193 192 197 137 335 224 213 131 275 243;097 192 324 137 335 224 213 131 275 243;097 192 197 324 137 335 338 131 275 243;193 197 324 137 224 213 338 275 138 243,4
140.78,097 197 324 137 335 224 213 338 275 243;097 192 197 324 137 224 338 131 275 243;097 193 192 137 335 224 338 131 275 243;193 192 197 137 335 213 338 131 275 243,4
140.79,193 192 197 324 137 335 224 338 275 243;097 197 324 137 335 224 213 131 275 243;097 192 324 137 224 213 338 131 275 243;193 192 197 137 335 224 338 275 138 243,4
140.8,193 192 324 137 335 224 213 338 275 243;193 192 197 324 137 335 224 131 275 243;097 197 324 137 335 213 338 131 275 243;193 192 197 137 224 213 338 131 275 243,4
140.81,097 193 192 197 324 137 335 213 275 138;193 192 324 137 335 224 213 131 275 243;193 192 197 324 137 335 338 131 275 243;097 193 197 137 335 224 338 131 275 243,4
140.82,193 197 324 137 335 224 213 338 275 243;193 192 197 324 137 224 338 131 275 243;193 192 324 137 335 213 338 131 275 243;097 197 324 137 224 213 338 131 275 243,4
140.83,097 193 192 197 324 137 224 213 275 138;193 197 324 137 335 224 213 131 275 243;193 192 324 137 224 213 338 131 275 243;193 192 324 137 335 224 338 275 138 243,4
140.84,097 193 192 197 324 137 213 338 275 138;097 192 197 137 335 224 338 131 275 243;097 193 324 137 335 224 338 131 275 243;193 197 324 137 335 213 338 131 275 243,4
140.85,097 193 192 197 324 137 213 131 275 138;192 197 324 137 335 224 213 338 275 243;097 192 137 335 224 213 338 131 275 243;193 192 324 137 335 338 131 275 138 243,4
140.86,192 197 324 137 335 224 213 131 275 243;193 197 324 137 224 213 338 131 275 243;193 197 324 137 335 224 338 275 138 243;192 197 137 335 224 213 338 275 138 243,4
140.87,097 193 192 197 324 137 335 224 213 275;192 197 324 137 335 213 338 131 275 243;097 197 137 335 224 213 338 131 275 243;097 193 192 197 324 335 213 275 138 243,4
140.88,097 193 192 197 324 137 335 213 338 275;097 193 192 197 137 335 224 213 275 138;193 192 197 137 335 224 338 131 275 243;097 192 324 137 335 224 338 131 275 243,4
140.89,097 193 192 197 324 137 335 213 131 275;097 193 192 197 137 335 213 338 275 138;192 197 324 137 224 213 338 131 275 243;193 192 137 335 224 213 338 131 275 243,4
140.9,097 193 192 197 324 137 224 213 338 275;097 193 192 197 137 335 213 131 275 138;097 197 324 137 335 224 338 131 275 243;097 193 192 197 324 213 338 275 138 243,4
140.91,097 193 192 197 324 137 224 213 131 275;097 193 192 197 324 137 335 224 275 138;097 193 192 197 137 224 213 338 275 138;193 197 137 335 224 213 338 131 275 243,4
140.92,097 193 192 197 324 137 213 338 131 275;097 193 192 324 137 335 224 213 275 138;097 193 192 197 324 137 335 338 275 138;097 193 192 197 137 224 213 131 275 138,4
140.93,097 193 192 324 137 335 213 338 275 138;097 193 192 197 324 137 335 131 275 138;097 193 192 197 137 213 338 131 275 138;197 324 137 335 224 213 131 275 138 243,4
140.94,097 193 197 324 137 335 224 213 275 138;097 193 192 197 324 137 224 338 275 138;097 193 192 324 137 224 213 338 275 138;097 193 192 324 137 335 213 131 275 138,4
140.95,097 193 192 197 137 335 224 213 338 275;097 193 197 324 137 335 213 338 275 138;097 193 192 197 324 137 224 131 275 138;097 193 192 324 137 224 213 131 275 138,4
140.96,097 193 192 197 137 335 224 213 131 275;097 193 197 324 137 335 213 131 275 138;097 193 192 197 324 137 338 131 275 138;097 193 192 324 137 213 338 131 275 138,4
140.97,097 193 192 197 137 335 213 338 131 275;097 192 197 324 137 335 224 213 275 138;097 193 197 324 137 224 213 338 275 138;192 197 324 137 335 224 338 131 275 243,4
140.98,097 193 192 197 324 137 335 224 338 275;097 192 197 324 137 335 213 338 275 138;097 193 197 324 137 224 213 131 275 138;097 193 192 197 324 224 213 131 275 243,4
140.99,097 193 192 324 137 335 224 213 338 275;097 193 192 197 324 137 335 224 131 275;097 193 192 197 137 224 213 338 131 275;097 193 192 197 137 335 224 338 275 138,4
141.0,097 193 192 324 137 335 224 213 131 275;097 193 192 197 324 137 335 338 131 275;097 192 197 324 137 224 213 338 275 138;097 193 192 137 335 224 213 338 275 138,4
141.01,097 193 192 324 137 335 213 338 131 275;193 192 197 324 137 335 224 213 275 138;097 192 197 324 137 224 213 131 275 138;097 193 192 137 335 224 213 131 275 138,4
141.02,097 193 197 324 137 335 224 213 338 275;097 193 192 197 324 137 224 338 131 275;193 192 197 324 137 335 213 338 275 138;097 193 197 137 335 224 213 338 275 138,4
141.03,097 193 197 324 137 335 224 213 131 275;097 193 192 324 137 224 213 338 131 275;097 193 192 324 137 335 224 338 275 138;193 192 197 324 137 335 213 131 275 138,4
141.04,097 193 197 324 137 335 213 338 131 275;193 192 197 324 137 224 213 338 275 138;097 193 192 324 137 335 224 131 275 138;097 193 197 137 335 213 338 131 275 138,4
141.05,097 192 197 324 137 335 224 213 338 275;097 193 197 324 137 224 213 338 131 275;097 193 197 324 137 335 224 338 275 138;193 192 197 324 137 224 213 131 275 138,4
141.06,097 192 197 324 137 335 224 213 131 275;097 192 197 137 335 224 213 338 275 138;097 193 324 137 335 224 213 338 275 138;097 193 197 324 137 335 224 131 275 138,4
141.07,097 193 192 197 137 335 224 338 131 275;097 192 197 324 137 335 213 338 131 275;097 192 197 137 335 224 213 131 275 138;097 193 324 137 335 224 213 131 275 138,4
141.08,097 193 192 137 335 224 213 338 131 275;097 192 197 324 137 335 224 338 275 138;097 192 197 137 335 213 338 131 275 138;097 193 324 137 335 213 338 131 275 138,4
141.09,193 192 197 324 137 335 224 213 338 275;097 192 197 324 137 224 213 338 131 275;097 192 324 137 335 224 213 338 275 138;097 192 197 324 137 335 224 131 275 138,4
141.1,193 192 197 324 137 335 224 213 131 275;193 192 197 137 335 224 213 338 275 138;097 192 324 137 335 224 213 131 275 138;097 192 197 324 137 335 338 131 275 138,4
141.11,097 193 192 324 137 335 224 338 131 275;193 192 197 324 137 335 213 338 131 275;097 193 197 137 335 224 213 338 131 275;193 192 197 137 335 224 213 131 275 138,4
141.12,193 192 197 324 137 224 213 338 131 275;193 192 197 324 137 335 224 338 275 138;097 197 324 137 335 224 213 338 275 138;097 192 197 324 137 224 338 131 275 138,4
141.13,193 192 324 137 335 224 213 338 275 138;193 192 197 324 137 335 224 131 275 138;097 197 324 137 335 224 213 131 275 138;193 192 197 137 224 213 338 131 275 138,4
141.14,097 193 197 324 137 335 224 338 131 275;097 192 197 137 335 224 213 338 131 275;193 192 324 137 335 224 213 131 275 138;193 192 197 324 137 335 338 131 275 138,4
141.15,097 193 324 137 335 224 213 338 131 275;193 192 324 137 335 213 338 131 275 138;097 193 137 335 224 213 338 131 275 138;193 192 197 324 335 224 213 338 275 243,4
141.16,193 197 324 137 335 224 213 338 275 138;193 192 197 324 137 224 338 131 275 138;097 197 324 137 224 213 338 131 275 138;193 192 197 324 335 224 213 131 275 243,4
141.17,097 192 197 324 137 335 224 338 131 275;193 197 324 137 335 224 213 131 275 138;193 192 324 137 224 213 338 131 275 138;097 193 192 197 137 335 224 213 338 243,4
141.18,193 192 197 137 335 224 213 338 131 275;097 192 324 137 335 224 213 338 131 275;097 192 197 137 335 224 338 131 275 138;097 193 324 137 335 224 338 131 275 138,4
141.19,192 197 324 137 335 224 213 338 275 138;193 197 324 137 224 213 338 131 275 138;097 192 137 335 224 213 338 131 275 138;097 193 192 197 324 137 335 224 338 243,4
141.2,097 197 324 137 335 224 213 338 131 275;192 197 324 137 335 224 213 131 275 138;097 193 192 324 137 335 224 213 338 243;097 193 192 197 324 137 335 224 131 243,4
141.21,193 192 197 324 137 335 224 338 131 275;097 192 324 137 335 224 338 131 275 138;192 197 324 137 335 213 338 131 275 138;097 197 137 335 224 213 338 131 275 138,4
141.22,193 192 324 137 335 224 213 338 131 275;193 192 197 137 335 224 338 131 275 138;193 192 137 335 224 213 338 131 275 138;097 193 192 324 137 335 213 338 131 243,4
141.23,192 197 324 137 224 213 338 131 275 138;097 193 197 324 137 335 224 213 338 243;097 193 192 197 324 137 224 338 131 243;097 192 197 324 335 224 338 131 275 243,4
141.24,193 197 324 137 335 224 213 338 131 275;097 197 324 137 335 224 338 131 275 138;097 193 197 324 137 335 224 213 131 243;097 193 192 324 137 224 213 338 131 243,4
141.25,193 192 324 137 335 224 338 131 275 138;193 197 137 335 224 213 338 131 275 138;097 324 137 335 224 213 338 131 275 138;097 193 197 324 137 335 213 338 131 243,4
141.26,097 192 197 324 137 335 224 213 338 243;097 193 197 324 137 335 224 338 138 243;193 192 197 324 137 224 213 131 138 243;097 193 192 324 137 335 338 131 138 243,4
141.27,192 197 324 137 335 224 213 338 131 275;097 193 192 197 324 335 224 213 275 138;097 192 197 324 137 335 224 213 131 243;097 193 197 324 137 224 213 338 131 243,4
141.28,097 193 192 197 324 335 213 338 275 138;193 197 324 137 335 224 338 131 275 138;192 197 137 335 224 213 338 131 275 138;097 192 197 324 137 335 213 338 131 243,4
141.29,097 193 192 197 324 335 213 131 275 138;193 324 137 335 224 213 338 131 275 138;097 193 192 197 137 335 224 338 131 243;097 192 197 137 335 213 338 131 138 243,4
141.3,097 193 192 197 324 224 213 338 275 138;193 192 197 324 137 335 224 213 338 243;097 192 197 324 137 224 213 338 131 243;097 193 192 137 335 224 213 338 131 243,4
141.31,097 193 192 197 324 224 213 131 275 138;192 197 324 137 335 224 338 131 275 138;193 192 197 324 137 335 224 213 131 243;193 197 324 335 224 213 338 131 275 243,4
141.32,097 193 192 197 324 213 338 131 275 138;192 324 137 335 224 213 338 131 275 138;097 193 192 324 137 335 224 338 131 243;193 192 197 324 137 335 213 338 131 243,4
141.33,193 192 197 324 137 335 224 338 138 243;097 197 324 137 335 224 213 338 138 243;097 192 197 324 137 224 338 131 138 243;097 193 192 137 335 224 338 131 138 243,4
141.34,197 324 137 335 224 213 338 131 275 138;193 192 197 324 137 224 213 338 131 243;192 197 324 335 224 213 338 131 275 243;193 192 324 137 335 224 213 338 138 243,4
141.35,097 193 192 197 324 335 224 213 338 275;097 193 197 324 137 335 224 338 131 243;097 192 197 137 335 224 213 338 131 243;193 192 197 324 137 335 224 131 138 243,4
141.36,097 193 192 197 324 335 224 213 131 275;097 193 192 197 335 224 213 338 275 138;097 193 324 137 335 224 213 338 131 243;097 193 197 137 335 224 338 131 138 243,4
141.37,097 193 192 197 324 335 213 338 131 275;097 193 192 197 335 224 213 131 275 138;193 197 324 137 335 224 213 338 138 243;193 192 197 324 137 224 338 131 138 243,4
141.38,097 193 192 197 324 335 224 338 275 138;097 193 192 197 335 213 338 131 275 138;097 192 197 324 137 335 224 338 131 243;193 197 324 137 335 224 213 131 138 243,4
141.39,097 193 192 197 324 224 213 338 131 275;097 193 192 324 335 224 213 338 275 138;097 193 192 197 324 335 224 131 275 138;097 193 192 197 224 213 338 131 275 138,4
141.4,097 193 192 324 335 224 213 131 275 138;097 193 192 197 324 335 338 131 275 138;192 197 324 137 335 224 213 338 138 243;097 192 137 335 224 213 338 131 138 243,4
141.41,097 193 192 324 335 213 338 131 275 138;097 197 324 137 335 224 213 338 131 243;192 197 324 137 335 224 213 131 138 243;193 197 324 137 224 213 338 131 138 243,4
141.42,097 193 192 197 324 137 335 224 213 138;097 193 197 324 335 224 213 338 275 138;097 193 192 197 324 224 338 131 275 138;193 192 197 324 137 335 224 338 131 243,4
141.43,097 193 192 197 324 137 335 213 338 138;097 193 197 324 335 224 213 131 275 138;097 193 192 324 224 213 338 131 275 138;193 192 324 137 335 224 213 338 131 243,4
141.44,097 193 192 197 335 224 213 338 131 275;097 193 192 197 324 137 335 213 131 138;097 193 197 324 335 213 338 131 275 138;192 197 324 137 224 213 338 131 138 243,4
141.45,097 193 192 197 324 137 224 213 338 138;097 192 197 324 335 224 213 338 275 138;193 197 324 137 335 224 213 338 131 243;097 197 324 137 335 224 338 131 138 243,4
141.46,097 193 192 197 324 137 224 213 131 138;097 192 197 324 335 224 213 131 275 138;097 193 197 324 224 213 338 131 275 138;193 192 324 137 335 224 338 131 138 243,4
141.47,097 193 192 197 324 335 224 338 131 275;097 193 192 197 324 137 213 338 131 138;097 192 197 324 335 213 338 131 275 138;097 193 192 197 324 224 338 275 138 359,4
141.48,097 193 192 324 335 224 213 338 131 275;097 193 192 197 335 224 338 131 275 138;197 324 137 335 224 213 338 131 275 359;097 193 197 324 335 224 213 275 138 359,4
141.49,097 193 192 197 324 137 335 224 213 338;193 192 197 324 335 224 213 338 275 138;097 192 197 324 224 213 338 131 275 138;097 193 192 335 224 213 338 131 275 138,4
141.5,097 193 197 324 335 224 213 338 131 275;097 193 192 197 137 335 224 213 338 138;193 192 197 324 335 224 213 131 275 138;097 193 192 197 324 335 213 338 138 243,4
141.51,097 193 192 197 324 137 335 224 213 131;097 193 192 197 324 137 335 213 338 131;097 193 192 197 137 335 224 213 131 138;097 193 192 324 335 224 338 131 275 138,4
141.52,097 193 192 197 137 335 213 338 131 138;097 193 192 197 324 224 213 131 138 243;192 197 324 137 335 224 338 131 138 243;097 193 192 197 324 335 224 338 275 359,4
141.53,097 193 192 197 324 137 224 213 338 131;097 192 197 324 335 224 213 338 131 275;097 193 192 197 324 137 335 224 338 138;193 192 197 324 224 213 338 131 275 138,4
141.54,097 193 192 324 137 335 224 213 338 138;097 193 192 197 324 137 335 224 131 138;097 193 192 197 137 224 213 338 131 138;097 193 197 324 335 224 338 131 275 138,4
141.55,097 193 192 324 137 335 224 213 131 138;097 193 192 197 324 137 335 338 131 138;097 193 324 335 224 213 338 131 275 138;197 324 137 335 224 213 338 131 138 243,4
141.56,097 193 197 324 137 335 224 213 338 138;097 193 192 324 137 335 213 338 131 138;097 193 192 197 324 335 224 213 338 243;097 193 192 197 324 137 335 224 213 359,4
141.57,193 192 197 324 335 224 213 338 131 275;097 193 197 324 137 335 224 213 131 138;097 193 192 197 324 137 224 338 131 138;097 192 197 324 335 224 338 131 275 138,4
141.58,097 193 197 324 137 335 213 338 131 138;097 193 192 324 137 224 213 338 131 138;193 192 197 335 224 213 338 131 275 138;097 192 324 335 224 213 338 131 275 138,4
141.59,097 193 192 197 137 335 224 213 338 131;097 193 192 197 335 213 338 131 138 243;097 193 192 197 324 137 224 213 131 359;097 192 197 324 335 224 213 338 275 359,4
141.6,097 192 197 324 137 335 224 213 338 138;097 193 197 324 137 224 213 338 131 138;097 197 324 335 224 213 338 131 275 138;097 193 192 197 324 224 213 338 131 243,4
141.61,097 193 192 197 324 137 335 224 338 131;097 192 197 324 137 335 224 213 131 138;193 192 197 324 335 224 338 131 275 138;097 193 192 324 335 224 213 338 138 243,4
141.62,097 193 192 324 137 335 224 213 338 131;097 193 192 197 137 335 224 338 131 138;097 192 197 324 137 335 213 338 131 138;193 192 324 335 224 213 338 131 275 138,4
141.63,097 192 197 324 137 224 213 338 131 138;097 193 192 137 335 224 213 338 131 138;097 193 197 324 335 224 213 338 138 243;097 193 192 197 324 224 338 131 138 243,4
141.64,193 192 197 324 137 335 224 213 338 138;193 197 324 335 224 213 338 131 275 138;097 193 197 324 335 224 213 131 138 243;097 193 192 324 224 213 338 131 138 243,4
141.65,097 193 197 324 137 335 224 213 338 131;193 192 197 324 137 335 224 213 131 138;097 193 192 197 335 224 213 338 131 243;097 193 197 324 335 213 338 131 138 243,4
141.66,097 193 192 324 137 335 224 338 131 138;193 192 197 324 137 335 213 338 131 138;097 193 197 137 335 224 213 338 131 138;097 192 197 324 335 224 213 338 138 243,4
141.67,193 192 197 324 137 224 213 338 131 138;097 192 197 324 335 224 213 131 138 243;097 193 197 324 224 213 338 131 138 243;097 193 192 197 324 137 335 224 338 359,4
141.68,097 192 197 324 137 335 224 213 338 131;097 193 197 324 137 335 224 338 131 138;192 197 324 335 224 213 338 131 275 138;097 193 192 197 324 335 224 338 131 243,4
