rank,task_id,family,priority,current_cost,current_points,target_cost,gain_to_target,rule_target,lowering_target,reject_lowering,first_action,acceptance,submission_policy
251,7,point_to_line_pattern,P1,7271,16.108350887349943,1000,1.9838938336679206,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
252,348,point_to_line_pattern,P1,7207,16.11719194507556,1000,1.9750527759423022,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
253,43,sparse_edit_or_object_completion,P1,7119,16.129477454896126,1000,1.9627672661217375,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
255,105,sparse_edit_or_object_completion,P1,7055,16.138508135713085,1000,1.9537365853047781,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
257,259,crop_resize,P1,6843,16.169018489047502,1000,1.9232262319703608,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
259,352,point_to_line_pattern,P1,6626,16.20124341714016,1000,1.8910013038777045,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
260,357,point_to_line_pattern,P1,6581,16.208058011543883,1000,1.8841867094739797,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
261,100,crop_resize,P1,6536,16.21491936346016,1000,1.8773253575577016,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
262,121,crop_resize,P1,6530,16.215837777729526,1000,1.8764069432883375,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
263,388,crop_resize,P1,6468,16.225377779303003,1000,1.8668669417148607,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
264,292,line_grid_fill,P1,6305,16.250901751600978,1000,1.8413429694168855,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
268,336,sparse_edit_or_object_completion,P1,6036,16.294503180112258,1000,1.797741540905605,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
271,273,sparse_edit_or_object_completion,P1,5937,16.311040765729324,1000,1.7812039552885395,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
275,48,crop_resize,P1,5609,16.367872270491663,1000,1.7243724505262001,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
276,60,sparse_edit_or_object_completion,P1,5581,16.372876749211567,1000,1.719367971806296,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
