added_total,all_top_deltas,all_top_line_types,balanced_removed_added_colors,color_count_preserved_nonzero_colors,color_counts_preserved,color_motion,dominant_delta,dominant_line_type,idx,input_nonzero_bbox,nonzero_count_preserved,output_nonzero_bbox,recolor_total,removed_total,shape,split
3,"0,3:1 0,1:1 0,-7:1",horizontal:3,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(0, 1, 14, 12)""}, {""added"": 2, ""added_bbox"": ""(1, 9, 18, 9)"", ""color"": 7, ""delta_counts"": {""0,1"": 1, ""0,3"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 22, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 2.0, ""output_count"": 22, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(1, 6, 18, 8)"", ""top_delta"": ""(0, 3):1 (0, 1):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 1, ""added_bbox"": ""(9, 5, 9, 5)"", ""color"": 9, ""delta_counts"": {""0,-7"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 7.0, ""output_count"": 21, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 12, 9, 12)"", ""top_delta"": ""(0, -7):1"", ""top_line_type"": ""horizontal:1""}]","0,3",horizontal,241,"(0, 1, 19, 12)",False,"(0, 4, 19, 10)",0,5,"(20, 13)",arc-gen
6,"0,22:1 0,20:1 0,16:1 0,8:1 0,-9:1 0,4:1",horizontal:6,4,4,False,"[{""added"": 3, ""added_bbox"": ""(13, 23, 16, 23)"", ""color"": 2, ""delta_counts"": {""0,16"": 1, ""0,20"": 1, ""0,22"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 19.3333, ""output_count"": 21, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(13, 1, 16, 7)"", ""top_delta"": ""(0, 22):1 (0, 20):1 (0, 16):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 2, ""added_bbox"": ""(6, 10, 8, 12)"", ""color"": 3, ""delta_counts"": {""0,-9"": 1, ""0,8"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 8.5, ""output_count"": 20, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(6, 2, 8, 21)"", ""top_delta"": ""(0, 8):1 (0, -9):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 18, ""output_count"": 18, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(11, 14, 11, 14)""}, {""added"": 1, ""added_bbox"": ""(14, 4, 14, 4)"", ""color"": 9, ""delta_counts"": {""0,4"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(14, 0, 14, 0)"", ""top_delta"": ""(0, 4):1"", ""top_line_type"": ""horizontal:1""}]","0,22",horizontal,242,"(0, 0, 17, 24)",False,"(0, 4, 17, 24)",0,7,"(18, 29)",arc-gen
3,"4,0:2 -1,0:1",vertical:3,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 6, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(16, 6, 16, 12)""}, {""added"": 2, ""added_bbox"": ""(5, 2, 7, 9)"", ""color"": 7, ""delta_counts"": {""-1,0"": 1, ""4,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 22, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 2.5, ""output_count"": 22, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(1, 2, 8, 9)"", ""top_delta"": ""(4, 0):1 (-1, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 1, ""added_bbox"": ""(13, 9, 13, 9)"", ""color"": 8, ""delta_counts"": {""4,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 21, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 9, 9, 9)"", ""top_delta"": ""(4, 0):1"", ""top_line_type"": ""vertical:1""}]","4,0",vertical,243,"(1, 0, 16, 19)",False,"(5, 0, 14, 19)",0,5,"(17, 20)",arc-gen
8,"2,0:2 -6,0:1 -8,0:1 12,0:1 3,0:1 -14,0:1 16,0:1",vertical:8,4,4,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(22, 13, 22, 13)""}, {""added"": 2, ""added_bbox"": ""(4, 11, 6, 18)"", ""color"": 3, ""delta_counts"": {""-6,0"": 1, ""2,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 4.0, ""output_count"": 32, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(2, 11, 12, 18)"", ""top_delta"": ""(2, 0):1 (-6, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 1, ""added_bbox"": ""(21, 10, 21, 10)"", ""color"": 4, ""delta_counts"": {""-8,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 8.0, ""output_count"": 31, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(29, 10, 29, 10)"", ""top_delta"": ""(-8, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 3, ""added_bbox"": ""(13, 9, 15, 23)"", ""color"": 6, ""delta_counts"": {""-14,0"": 1, ""12,0"": 1, ""3,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 33, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 9.6667, ""output_count"": 33, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(1, 9, 29, 23)"", ""top_delta"": ""(12, 0):1 (3, 0):1 (-14, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 2, ""added_bbox"": ""(26, 8, 26, 28)"", ""color"": 7, ""delta_counts"": {""16,0"": 1, ""2,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 9.0, ""output_count"": 32, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(10, 8, 24, 28)"", ""top_delta"": ""(16, 0):1 (2, 0):1"", ""top_line_type"": ""vertical:2""}]","2,0",vertical,244,"(1, 0, 29, 29)",False,"(4, 0, 27, 29)",0,9,"(30, 30)",arc-gen
5,"-11,0:1 12,0:1 4,0:1 3,0:1 -5,0:1",vertical:5,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(10, 1, 18, 14)""}, {""added"": 1, ""added_bbox"": ""(5, 7, 5, 7)"", ""color"": 5, ""delta_counts"": {""-11,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 11.0, ""output_count"": 24, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(16, 7, 16, 7)"", ""top_delta"": ""(-11, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 4, ""added_bbox"": ""(12, 11, 14, 19)"", ""color"": 7, ""delta_counts"": {""-5,0"": 1, ""12,0"": 1, ""3,0"": 1, ""4,0"": 1}, ""dominant_delta_share"": 0.25, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""vertical"": 4}, ""mean_manhattan"": 6.0, ""output_count"": 27, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(0, 11, 19, 19)"", ""top_delta"": ""(12, 0):1 (4, 0):1 (3, 0):1 (-5, 0):1"", ""top_line_type"": ""vertical:4""}]","-11,0",vertical,245,"(0, 0, 19, 22)",False,"(4, 0, 14, 22)",0,7,"(20, 23)",arc-gen
7,"0,8:2 0,6:1 0,11:1 0,-2:1 0,-7:1 0,-4:1",horizontal:7,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(6, 3, 15, 23)""}, {""added"": 3, ""added_bbox"": ""(8, 19, 21, 21)"", ""color"": 5, ""delta_counts"": {""0,-2"": 1, ""0,11"": 1, ""0,6"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 6.3333, ""output_count"": 26, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(8, 8, 21, 23)"", ""top_delta"": ""(0, 6):1 (0, 11):1 (0, -2):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 1, ""added_bbox"": ""(1, 6, 1, 6)"", ""color"": 8, ""delta_counts"": {""0,-7"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 7.0, ""output_count"": 24, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(1, 13, 1, 13)"", ""top_delta"": ""(0, -7):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 3, ""added_bbox"": ""(7, 10, 19, 12)"", ""color"": 9, ""delta_counts"": {""0,-4"": 1, ""0,8"": 2}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 6.6667, ""output_count"": 26, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(7, 2, 19, 16)"", ""top_delta"": ""(0, 8):2 (0, -4):1"", ""top_line_type"": ""horizontal:3""}]","0,8",horizontal,246,"(0, 2, 22, 23)",False,"(0, 5, 22, 21)",0,10,"(23, 25)",arc-gen
3,"0,8:1 0,-2:1 0,16:1",horizontal:3,3,3,False,"[{""added"": 2, ""added_bbox"": ""(10, 10, 12, 12)"", ""color"": 2, ""delta_counts"": {""0,-2"": 1, ""0,8"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 5.0, ""output_count"": 19, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(10, 2, 12, 14)"", ""top_delta"": ""(0, 8):1 (0, -2):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(4, 7, 7, 13)""}, {""added"": 1, ""added_bbox"": ""(15, 16, 15, 16)"", ""color"": 4, ""delta_counts"": {""0,16"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 18, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 16.0, ""output_count"": 18, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(15, 0, 15, 0)"", ""top_delta"": ""(0, 16):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 17, ""output_count"": 17, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","0,8",horizontal,247,"(0, 0, 16, 17)",False,"(0, 5, 16, 17)",0,6,"(17, 20)",arc-gen
2,"4,0:1 11,0:1",vertical:2,2,2,True,"[{""added"": 1, ""added_bbox"": ""(5, 4, 5, 4)"", ""color"": 1, ""delta_counts"": {""4,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 15, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 15, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(1, 4, 1, 4)"", ""top_delta"": ""(4, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 1, ""added_bbox"": ""(12, 9, 12, 9)"", ""color"": 2, ""delta_counts"": {""11,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 15, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 11.0, ""output_count"": 15, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(1, 9, 1, 9)"", ""top_delta"": ""(11, 0):1"", ""top_line_type"": ""vertical:1""}]","4,0",vertical,248,"(1, 0, 13, 13)",True,"(5, 0, 13, 13)",0,2,"(15, 14)",arc-gen
7,"-7,0:2 1,0:1 -3,0:1 5,0:1 24,0:1 9,0:1",vertical:7,4,4,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(14, 25, 21, 26)""}, {""added"": 2, ""added_bbox"": ""(2, 22, 4, 23)"", ""color"": 3, ""delta_counts"": {""-3,0"": 1, ""1,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 2.0, ""output_count"": 32, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(1, 22, 7, 23)"", ""top_delta"": ""(1, 0):1 (-3, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 30, ""output_count"": 30, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 3, ""added_bbox"": ""(11, 1, 13, 27)"", ""color"": 6, ""delta_counts"": {""-7,0"": 2, ""5,0"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 33, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 6.3333, ""output_count"": 33, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(6, 1, 20, 27)"", ""top_delta"": ""(-7, 0):2 (5, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 2, ""added_bbox"": ""(24, 5, 24, 19)"", ""color"": 7, ""delta_counts"": {""24,0"": 1, ""9,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 16.5, ""output_count"": 32, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(0, 5, 15, 19)"", ""top_delta"": ""(24, 0):1 (9, 0):1"", ""top_line_type"": ""vertical:2""}]","-7,0",vertical,249,"(0, 0, 25, 29)",False,"(2, 0, 25, 29)",0,9,"(29, 30)",arc-gen
5,"1,0:2 -4,0:2 -21,0:1",vertical:5,3,3,False,"[{""added"": 3, ""added_bbox"": ""(5, 4, 7, 15)"", ""color"": 3, ""delta_counts"": {""-21,0"": 1, ""-4,0"": 1, ""1,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 8.6667, ""output_count"": 26, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(4, 4, 28, 15)"", ""top_delta"": ""(1, 0):1 (-4, 0):1 (-21, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 1, ""added_bbox"": ""(21, 6, 21, 6)"", ""color"": 6, ""delta_counts"": {""1,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 24, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(20, 6, 20, 6)"", ""top_delta"": ""(1, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 1, ""added_bbox"": ""(16, 20, 16, 20)"", ""color"": 7, ""delta_counts"": {""-4,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 24, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(20, 20, 20, 20)"", ""top_delta"": ""(-4, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 4, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 4, ""removed_bbox"": ""(0, 5, 27, 20)""}]","1,0",vertical,250,"(0, 0, 28, 22)",False,"(5, 0, 22, 22)",0,9,"(30, 23)",arc-gen
5,"6,0:1 4,0:1 -9,0:1 3,0:1 -2,0:1",vertical:5,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 17, ""output_count"": 17, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(2, 0, 2, 0)""}, {""added"": 3, ""added_bbox"": ""(12, 9, 14, 15)"", ""color"": 7, ""delta_counts"": {""-9,0"": 1, ""4,0"": 1, ""6,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 6.3333, ""output_count"": 20, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(6, 9, 23, 15)"", ""top_delta"": ""(6, 0):1 (4, 0):1 (-9, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 2, ""added_bbox"": ""(3, 14, 5, 16)"", ""color"": 9, ""delta_counts"": {""-2,0"": 1, ""3,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 2.5, ""output_count"": 19, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(0, 14, 7, 16)"", ""top_delta"": ""(3, 0):1 (-2, 0):1"", ""top_line_type"": ""vertical:2""}]","6,0",vertical,251,"(0, 0, 23, 16)",False,"(3, 0, 21, 16)",0,6,"(24, 17)",arc-gen
3,"-2,0:1 -8,0:1 2,0:1",vertical:3,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 28, ""output_count"": 28, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 2, ""added_bbox"": ""(13, 4, 13, 17)"", ""color"": 3, ""delta_counts"": {""-2,0"": 1, ""-8,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 5.0, ""output_count"": 30, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(15, 4, 21, 17)"", ""top_delta"": ""(-2, 0):1 (-8, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(5, 11, 5, 11)""}, {""added"": 1, ""added_bbox"": ""(2, 17, 2, 17)"", ""color"": 9, ""delta_counts"": {""2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 29, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(0, 17, 0, 17)"", ""top_delta"": ""(2, 0):1"", ""top_line_type"": ""vertical:1""}]","-2,0",vertical,252,"(0, 0, 21, 27)",False,"(2, 0, 18, 27)",0,4,"(23, 28)",arc-gen
7,"-8,0:2 14,0:1 4,0:1 -4,0:1 -1,0:1 12,0:1",vertical:7,3,3,False,"[{""added"": 5, ""added_bbox"": ""(14, 1, 16, 28)"", ""color"": 2, ""delta_counts"": {""-4,0"": 1, ""-8,0"": 2, ""14,0"": 1, ""4,0"": 1}, ""dominant_delta_share"": 0.4, ""dominant_line_share"": 1.0, ""input_count"": 35, ""line_counts"": {""vertical"": 5}, ""mean_manhattan"": 7.6, ""output_count"": 35, ""pair_count"": 5, ""perfect_size_match"": true, ""removed"": 5, ""removed_bbox"": ""(0, 1, 24, 28)"", ""top_delta"": ""(-8, 0):2 (14, 0):1 (4, 0):1 (-4, 0):1"", ""top_line_type"": ""vertical:5""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(10, 17, 11, 20)""}, {""added"": 1, ""added_bbox"": ""(7, 9, 7, 9)"", ""color"": 6, ""delta_counts"": {""-1,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 31, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(8, 9, 8, 9)"", ""top_delta"": ""(-1, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 1, ""added_bbox"": ""(21, 0, 21, 0)"", ""color"": 7, ""delta_counts"": {""12,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 12.0, ""output_count"": 31, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 0, 9, 0)"", ""top_delta"": ""(12, 0):1"", ""top_line_type"": ""vertical:1""}]","-8,0",vertical,253,"(0, 0, 24, 29)",False,"(6, 0, 22, 29)",0,10,"(26, 30)",arc-gen
4,"9,0:1 1,0:1 -18,0:1 -10,0:1",vertical:4,3,3,False,"[{""added"": 1, ""added_bbox"": ""(16, 5, 16, 5)"", ""color"": 1, ""delta_counts"": {""9,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 9.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(7, 5, 7, 5)"", ""top_delta"": ""(9, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(19, 8, 19, 11)""}, {""added"": 2, ""added_bbox"": ""(2, 4, 4, 15)"", ""color"": 5, ""delta_counts"": {""-18,0"": 1, ""1,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 9.5, ""output_count"": 20, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(1, 4, 22, 15)"", ""top_delta"": ""(1, 0):1 (-18, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 1, ""added_bbox"": ""(10, 16, 10, 16)"", ""color"": 6, ""delta_counts"": {""-10,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 10.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(20, 16, 20, 16)"", ""top_delta"": ""(-10, 0):1"", ""top_line_type"": ""vertical:1""}]","9,0",vertical,254,"(1, 0, 22, 17)",False,"(2, 0, 17, 17)",0,6,"(23, 18)",arc-gen
8,"0,4:1 0,-2:1 0,5:1 0,-4:1 0,-11:1 0,9:1 0,11:1 0,1:1",horizontal:8,3,3,True,"[{""added"": 3, ""added_bbox"": ""(5, 11, 23, 13)"", ""color"": 1, ""delta_counts"": {""0,-2"": 1, ""0,4"": 1, ""0,5"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 3.6667, ""output_count"": 32, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(5, 6, 23, 15)"", ""top_delta"": ""(0, 4):1 (0, -2):1 (0, 5):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 2, ""added_bbox"": ""(20, 4, 21, 4)"", ""color"": 2, ""delta_counts"": {""0,-11"": 1, ""0,-4"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 7.5, ""output_count"": 31, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(20, 8, 21, 15)"", ""top_delta"": ""(0, -4):1 (0, -11):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 3, ""added_bbox"": ""(10, 17, 21, 17)"", ""color"": 5, ""delta_counts"": {""0,1"": 1, ""0,11"": 1, ""0,9"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 7.0, ""output_count"": 32, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(10, 6, 21, 16)"", ""top_delta"": ""(0, 9):1 (0, 11):1 (0, 1):1"", ""top_line_type"": ""horizontal:3""}]","0,4",horizontal,255,"(0, 3, 28, 18)",True,"(0, 3, 28, 18)",0,8,"(29, 22)",arc-gen
